シフト,,委員長,副委員長,総務局,,,,,,,,,,,,,,,,,,,,,,,,,,,企画局,,,,,,,,,,,,,,,,,,,,財務局,,,,,,,,,,,,,,,,,渉外局,,,,,,,,,,,,,,,,,,,,,,,,,,制作局,,,,,,,,,,,情報局,,,,,,,,,,,,,,,,,,,,,カウンター,,,,,,,,,,,,,,,,,,,,,,,,,
,,執行部,執行部,局長,参加団体部門,参加団体部門,参加団体部門,参加団体部門,参加団体部門,物品管理部門,物品管理部門,物品管理部門,物品管理部門,物品管理部門,物品管理部門,物品管理部門,会場電力部門,会場電力部門,会場電力部門,会場電力部門,会場電力部門,国際交流部門,国際交流部門,国際交流部門,国際交流部門,衛生管理部門,衛生管理部門,衛生管理部門,衛生管理部門,衛生管理部門,局長,,,,,,,,,,,,,,,,,,,,局長,局長補佐,局長補佐,局長補佐,局長補佐,局長補佐,局長補佐,ご飯部門長,ご飯部門,ご飯部門,ご飯部門,ご飯部門,非営利団体部門長,非営利団体部門,非営利団体部門,非営利団体部門,非営利団体部門,局長,ゲスト(外部講師)部門,ゲスト(外部講師)部門,ゲスト(外部講師)部門,ゲスト(外部講師)部門,ゲスト(外部講師)部門,ゲスト(外部講師)部門,フリマ部門,フリマ部門,フリマ部門,企業協賛部門,企業協賛部門,企業協賛部門,企業協賛部門,演舞誘致部門,広報部門,広報部門,広報部門,広報部門,広報部門,地域他大学部門,地域他大学部門,地域他大学部門,地域他大学部門,地域他大学部門,地域他大学部門,局長,総務部門長,企画部門長,渉外部門長,,,,,,,,局長,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00,10:30,本部指揮,本部指揮,本部指揮,参加団体窓口,参加団体緊急対応,,休憩,参加団体窓口,物品窓口,F講待機,物品窓口,物品窓口補佐,,休憩,麻雀受付(105),,,会場緊急対応,会場緊急対応,休憩,,国際対応,国際対応,国際対応,総務緊急対応,休憩,休憩,衛生対応,衛生対応,休憩,,検温所対応 講義棟1F,,巡回1,F講待機,売店のチェック,F講待機,,検温所対応 講義棟1F,麻雀大会 2日目受付1,F講待機,検温所対応 講義棟1F,F講待機,,ゲーム準備,,ゲーム準備,休憩,カメラ,検温所対応 マルチメディア,,F講待機,F講待機,巡回1,検温所対応 新講義棟1F,カメラ,休憩,  ,検温所対応 講義棟1F,売店のチェック,休憩,休憩,  ,検温所対応 講義棟1F,休憩,休憩,音響業者・外部来場者の臨時対応,,巡回2,F講待機,休憩,麻雀受付(104),休憩,休憩,検温所対応 体育館,,検温所対応 講義棟2F,休憩,,,カメラ,休憩,休憩,,休憩,検温所対応 新講義棟1F,,休憩,,検温所対応 講義棟1F,,麻雀受付(104),休憩,会場アナウンス,休憩,検温所対応 講義棟2F,休憩,,検温所対応 体育館,休憩,休憩,検温所対応 体育館,休憩,実行委員待機場所管理,本部指揮補佐,本部指揮補佐,本部指揮補佐,実行委員待機場所管理,,,検温所対応 マルチメディア,検温所対応 体育館,休憩,検温所対応 体育館,カメラ,F講待機,休憩,D講義室配信対応,D講義室待機,F講待機,休憩,検温所対応 体育館,巡回2,,4,0,0,0,0,0,6,2,2,1,1,2,0,0,0,0,0,0,0,0,2,1,0,0,10,29
10:30,11:00,本部指揮,本部指揮,本部指揮,参加団体窓口,参加団体緊急対応,,休憩,参加団体窓口,物品窓口,F講待機,物品窓口,物品窓口補佐,,休憩,麻雀受付(105),,,会場緊急対応,会場緊急対応,休憩,,国際対応,国際対応,国際対応,総務緊急対応,休憩,休憩,衛生対応,衛生対応,ゲーム運営,,検温所対応 講義棟1F,,巡回1,F講待機,売店のチェック,F講待機,,検温所対応 講義棟1F,麻雀大会 2日目受付1,F講待機,検温所対応 講義棟1F,F講待機,,ゲーム運営,,ゲーム運営,休憩,カメラ,検温所対応 マルチメディア,,F講待機,F講待機,巡回1,検温所対応 新講義棟1F,カメラ,休憩,  ,検温所対応 講義棟1F,売店のチェック,休憩,検温所対応 マルチメディア,  ,検温所対応 講義棟1F,休憩,休憩,音響業者・外部来場者の臨時対応,,巡回2,F講待機,休憩,麻雀受付(104),ストスタ,休憩,検温所対応 体育館,,検温所対応 講義棟2F,休憩,,,カメラ,休憩,休憩,,休憩,検温所対応 新講義棟1F,,休憩,,検温所対応 講義棟1F,,麻雀受付(104),休憩,休憩,ゲーム受付,検温所対応 講義棟2F,休憩,,検温所対応 体育館,休憩,休憩,検温所対応 体育館,ゲーム受付,実行委員待機場所管理,本部指揮補佐,本部指揮補佐,本部指揮補佐,実行委員待機場所管理,,,休憩,検温所対応 体育館,休憩,検温所対応 体育館,カメラ,F講待機,休憩,D講義室配信対応,D講義室待機,F講待機,休憩,検温所対応 体育館,巡回2,,4,0,0,0,0,0,6,2,2,0,1,2,0,0,0,0,0,0,0,2,2,1,0,0,10,26
11:00,11:30,本部指揮,本部指揮,本部指揮,参加団体窓口,参加団体緊急対応,,休憩,参加団体窓口,物品窓口,休憩,物品窓口,物品窓口補佐,,休憩,休憩,,,会場緊急対応,会場緊急対応,休憩,,国際対応,国際対応,国際対応,総務緊急対応,F講待機,休憩,衛生対応,衛生対応,ゲーム運営,,検温所対応 講義棟1F,,休憩,休憩,休憩,休憩,,検温所対応 講義棟1F,麻雀大会 2日目受付1,売店のチェック,検温所対応 講義棟1F,休憩,,ゲーム運営,,ゲーム運営,休憩,巡回1,検温所対応 マルチメディア,,休憩,検温所対応 講義棟2F,検温所対応 体育館,F講待機,検温所対応 講義棟1F,休憩,  ,F講待機,F講待機,休憩,検温所対応 マルチメディア,  ,カメラ,検温所対応 体育館,休憩,音響業者・外部来場者の臨時対応,,巡回2,休憩,休憩,麻雀受付(104),ストスタ,休憩,検温所対応 体育館,,検温所対応 講義棟2F,麻雀受付(105),,,休憩,休憩,休憩,,カメラ,検温所対応 新講義棟1F,,検温所対応 新講義棟1F,,巡回1,,休憩,検温所対応 体育館,会場アナウンス,休憩,休憩,検温所対応 講義棟1F,,カメラ,休憩,麻雀受付(104),検温所対応 体育館,休憩,実行委員待機場所管理,本部指揮補佐,本部指揮補佐,本部指揮補佐,実行委員待機場所管理,,,検温所対応 講義棟1F,休憩,休憩,F講待機,休憩,売店のチェック,休憩,D講義室配信対応,D講義室待機,カメラ,休憩,検温所対応 体育館,巡回2,,4,0,0,0,0,0,6,2,2,1,1,2,0,0,0,0,0,0,0,0,2,1,0,0,5,32
11:30,12:00,休憩,本部指揮,本部指揮,参加団体窓口,参加団体緊急対応,,休憩,,物品窓口,休憩,物品窓口,物品窓口補佐,,休憩,休憩,,,会場緊急対応,会場緊急対応,休憩,,国際対応,国際対応,国際対応,総務緊急対応,F講待機,休憩,衛生対応,衛生対応,ゲーム運営,,検温所対応 講義棟1F,,麻雀受付(104),休憩,休憩,巡回2,,検温所対応 講義棟1F,麻雀大会 2日目受付1,売店のチェック,検温所対応 講義棟1F,休憩,,ゲーム運営,,ゲーム運営,休憩,巡回1,休憩,,休憩,検温所対応 講義棟2F,検温所対応 体育館,F講待機,検温所対応 講義棟1F,弁当受け取り,  ,F講待機,F講待機,弁当受け取り,検温所対応 マルチメディア,  ,カメラ,検温所対応 体育館,巡回2,音響業者・外部来場者の臨時対応,,休憩,休憩,休憩,休憩,ストスタ,休憩,検温所対応 体育館,,検温所対応 講義棟2F,麻雀受付(105),,,休憩,休憩,休憩,,カメラ,検温所対応 新講義棟1F,,検温所対応 新講義棟1F,,巡回1,,休憩,検温所対応 体育館,休憩,休憩,休憩,検温所対応 講義棟1F,,カメラ,休憩,麻雀受付(104),検温所対応 体育館,休憩,実行委員待機場所管理,休憩,本部指揮,本部指揮,実行委員待機場所管理,,,検温所対応 講義棟1F,休憩,休憩,F講待機,休憩,売店のチェック,休憩,D講義室配信対応,D講義室待機,カメラ,休憩,検温所対応 体育館,検温所対応 マルチメディア,,4,0,0,0,0,0,6,2,2,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,5,33
12:00,12:30,休憩,本部指揮,休憩,休憩,参加団体緊急対応,,参加団体窓口,,休憩,物品窓口,F講待機,物品窓口補佐,,物品窓口,ストスタ,,,会場緊急対応,休憩,会場緊急対応,,国際対応,国際対応,国際対応,総務緊急対応,麻雀受付(105),F講待機,衛生対応,衛生対応,ゲーム運営,,休憩,,麻雀受付(104),休憩,検温所対応 体育館,巡回2,,休憩,麻雀大会 2日目受付1,休憩,休憩,売店のチェック,,ゲーム運営,,ゲーム運営,休憩,休憩,休憩,,検温所対応 講義棟1F,検温所対応 講義棟2F,検温所対応 体育館,巡回1,検温所対応 講義棟1F,ケータリング受け渡し,  ,休憩,休憩,ケータリング受け渡し,検温所対応 マルチメディア,  ,巡回1,検温所対応 体育館,巡回2,音響業者・外部来場者の臨時対応,,休憩,売店のチェック,検温所対応 体育館,休憩,ストスタ,検温所対応 講義棟1F,休憩,,休憩,F講待機,,,衛生対応,検温所対応 新講義棟1F,検温所対応 体育館,休憩,休憩,休憩,,検温所対応 新講義棟1F,,休憩,,カメラ,検温所対応 体育館,休憩,検温所対応 講義棟2F,カメラ,検温所対応 講義棟1F,,休憩,検温所対応 講義棟1F,休憩,カメラ,麻雀受付(104),実行委員待機場所管理,休憩,本部指揮,休憩,実行委員待機場所管理,,,検温所対応 講義棟1F,休憩,カメラ,休憩,休憩,PMC,D講義室配信対応,休憩,休憩,休憩,D講義室待機,休憩,検温所対応 マルチメディア,,4,0,0,0,0,0,6,2,2,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,3,35
12:30,13:00,本部指揮,休憩,休憩,休憩,参加団体緊急対応,,参加団体窓口,,休憩,物品窓口,F講待機,物品窓口補佐,,物品窓口,ストスタ,,,会場緊急対応,休憩,会場緊急対応,,国際対応,国際対応,国際対応,総務緊急対応,麻雀受付(105),F講待機,衛生対応,衛生対応,ゲーム運営,,休憩,,休憩,巡回2,検温所対応 体育館,休憩,,休憩,休憩,休憩,休憩,売店のチェック,,ゲーム運営,,ゲーム運営,麻雀大会 2日目受付1,休憩,休憩,,検温所対応 講義棟1F,検温所対応 講義棟2F,検温所対応 体育館,巡回1,検温所対応 講義棟1F,休憩,  ,休憩,休憩,休憩,検温所対応 マルチメディア,  ,巡回1,検温所対応 体育館,休憩,音響業者・外部来場者の臨時対応,,休憩,売店のチェック,検温所対応 体育館,休憩,ストスタ,検温所対応 講義棟1F,休憩,,休憩,F講待機,,,衛生対応,検温所対応 新講義棟1F,検温所対応 体育館,休憩,休憩,休憩,,検温所対応 新講義棟1F,,休憩,,カメラ,検温所対応 体育館,休憩,検温所対応 講義棟2F,カメラ,検温所対応 講義棟1F,,休憩,検温所対応 講義棟1F,休憩,カメラ,麻雀受付(104),実行委員待機場所管理,本部指揮,休憩,休憩,実行委員待機場所管理,,,検温所対応 講義棟1F,麻雀受付(104),カメラ,休憩,巡回2,PMC,D講義室配信対応,休憩,休憩,休憩,D講義室待機,休憩,検温所対応 マルチメディア,,4,0,0,0,0,0,6,2,2,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,3,37
13:00,13:30,本部指揮,休憩,本部指揮,参加団体窓口,参加団体緊急対応,,参加団体窓口,,売店のチェック,物品窓口,F講待機,物品窓口補佐,,物品窓口,カメラ,,,会場緊急対応,麻雀受付(105),会場緊急対応,,国際対応,国際対応,国際対応,総務緊急対応,休憩,売店のチェック,衛生対応,休憩,休憩,,休憩,,休憩,巡回2,検温所対応 体育館,休憩,,F講待機,休憩,休憩,休憩,休憩,,休憩,,休憩,麻雀大会 2日目受付1,検温所対応 講義棟1F,F講待機,,検温所対応 講義棟1F,休憩,休憩,休憩,休憩,休憩,  ,カメラ,カメラ,検温所対応 体育館,休憩,  ,休憩,休憩,休憩,音響業者・外部来場者の臨時対応,,F講待機,F講待機,検温所対応 体育館,検温所対応 講義棟1F,ストスタ,検温所対応 講義棟1F,休憩,,検温所対応 体育館,休憩,,,衛生対応,検温所対応 新講義棟1F,検温所対応 体育館,,検温所対応 講義棟1F,巡回1,,休憩,,,,休憩,休憩,検温所対応 新講義棟1F,検温所対応 講義棟2F,F講待機,休憩,,ポーカー受付,検温所対応 講義棟1F,F講待機,休憩,巡回1,実行委員待機場所管理,本部指揮,休憩,本部指揮,実行委員待機場所管理,,,休憩,麻雀受付(104),麻雀受付(104),ポーカー受付,巡回2,休憩,D講義室配信対応,休憩,カメラ,検温所対応 体育館,D講義室待機,検温所対応 講義棟2F,休憩,,4,0,0,0,0,0,6,2,2,0,1,2,0,0,0,0,0,0,2,0,2,1,0,0,7,33
13:30,14:00,本部指揮,本部指揮,本部指揮,参加団体窓口,参加団体緊急対応,,参加団体窓口,,売店のチェック,物品窓口,F講待機,物品窓口補佐,,物品窓口,カメラ,,,会場緊急対応,麻雀受付(105),会場緊急対応,,国際対応,国際対応,国際対応,総務緊急対応,休憩,売店のチェック,衛生対応,休憩,休憩,,ポーカー大会,,ポーカー大会,休憩,検温所対応 体育館,ポーカー大会,,F講待機,休憩,ポーカー大会,ポーカー大会,ポーカー大会,,休憩,,休憩,麻雀大会 2日目受付1,検温所対応 講義棟1F,F講待機,,検温所対応 講義棟1F,休憩,休憩,休憩,休憩,麻雀受付(104),  ,カメラ,カメラ,検温所対応 体育館,休憩,  ,休憩,休憩,休憩,音響業者・外部来場者の臨時対応,,F講待機,F講待機,検温所対応 体育館,検温所対応 講義棟1F,ストスタ,検温所対応 講義棟1F,巡回2,,検温所対応 体育館,休憩,,,衛生対応,検温所対応 新講義棟1F,検温所対応 体育館,,検温所対応 講義棟1F,巡回1,,休憩,,,,休憩,休憩,検温所対応 新講義棟1F,検温所対応 講義棟2F,F講待機,休憩,,ポーカー受付,検温所対応 講義棟1F,F講待機,休憩,巡回1,実行委員待機場所管理,本部指揮補佐,本部指揮補佐,本部指揮補佐,実行委員待機場所管理,,,休憩,休憩,麻雀受付(104),ポーカー受付,休憩,休憩,D講義室配信対応,巡回2,カメラ,検温所対応 体育館,D講義室待機,検温所対応 講義棟2F,休憩,,4,0,0,0,0,0,6,2,2,0,1,2,0,0,0,0,0,0,2,0,2,1,0,0,7,25
14:00,14:30,本部指揮,本部指揮,本部指揮,参加団体窓口,参加団体緊急対応,,参加団体窓口,,F講待機,物品窓口,F講待機,物品窓口補佐,,物品窓口,休憩,,,会場緊急対応,カメラ,会場緊急対応,,国際対応,国際対応,吹奏楽部,総務緊急対応,F講待機,休憩,衛生対応,衛生対応,カラオケ大会準備＋運営,,ポーカー大会,,ポーカー大会,休憩,カラオケ大会準備＋運営,ポーカー大会,,カラオケ大会準備＋運営,カラオケ大会準備＋運営,ポーカー大会,ポーカー大会,ポーカー大会,,カラオケ大会準備＋運営,,休憩,麻雀大会 2日目受付1,検温所対応 講義棟1F,検温所対応 体育館,,休憩,休憩,休憩,売店のチェック,売店のチェック,麻雀受付(104),  ,休憩,検温所対応 講義棟2F,検温所対応 体育館,検温所対応 講義棟1F,  ,休憩,休憩,休憩,音響業者・外部来場者の臨時対応,,検温所対応 講義棟1F,検温所対応 体育館,カメラ,検温所対応 講義棟1F,ストスタ,F講待機,巡回2,,検温所対応 体育館,カメラ,,,会場緊急対応,F講待機,休憩,,検温所対応 講義棟1F,F講待機,,巡回1,,,,検温所対応 体育館,F講待機,検温所対応 新講義棟1F,休憩,検温所対応 講義棟1F,カメラ,,休憩,休憩,カラオケ受付,麻雀受付(104),F講待機,実行委員待機場所管理,本部指揮補佐,本部指揮補佐,本部指揮補佐,実行委員待機場所管理,,,休憩,検温所対応 新講義棟1F,巡回1,休憩,麻雀受付(105),D講義室配信対応,休憩,巡回2,D講義室待機,検温所対応 体育館,休憩,検温所対応 講義棟2F,F講待機,,4,0,0,0,0,0,6,2,2,0,1,2,0,0,0,0,0,0,0,0,2,1,1,0,8,19
14:30,15:00,本部指揮,本部指揮,本部指揮,参加団体窓口,参加団体緊急対応,,参加団体窓口,,F講待機,休憩,物品窓口,物品窓口補佐,,休憩,物品窓口,,,会場緊急対応,カメラ,会場緊急対応,,国際対応,国際対応,吹奏楽部,総務緊急対応,F講待機,休憩,衛生対応,衛生対応,カラオケ大会準備＋運営,,ポーカー大会,,ポーカー大会,休憩,カラオケ大会準備＋運営,ポーカー大会,,カラオケ大会準備＋運営,カラオケ大会準備＋運営,ポーカー大会,ポーカー大会,ポーカー大会,休憩,カラオケ大会準備＋運営,,休憩,麻雀大会 2日目受付1,検温所対応 講義棟1F,検温所対応 体育館,,休憩,休憩,休憩,売店のチェック,売店のチェック,休憩,  ,巡回2,検温所対応 講義棟2F,検温所対応 体育館,検温所対応 講義棟1F,  ,休憩,休憩,休憩,音響業者・外部来場者の臨時対応,,検温所対応 講義棟1F,検温所対応 体育館,カメラ,検温所対応 講義棟1F,F講待機,F講待機,麻雀受付(104),,検温所対応 体育館,カメラ,,,会場緊急対応,F講待機,休憩,,検温所対応 講義棟1F,F講待機,,巡回1,,,,検温所対応 体育館,F講待機,検温所対応 新講義棟1F,休憩,検温所対応 講義棟1F,カメラ,,休憩,休憩,カラオケ受付,麻雀受付(104),F講待機,実行委員待機場所管理,本部指揮補佐,本部指揮補佐,本部指揮補佐,実行委員待機場所管理,,,休憩,検温所対応 新講義棟1F,巡回1,休憩,麻雀受付(105),D講義室配信対応,巡回2,休憩,D講義室待機,検温所対応 体育館,休憩,検温所対応 講義棟2F,F講待機,,4,0,0,0,0,0,6,2,2,0,1,2,0,0,0,0,0,0,0,0,2,1,1,0,8,21
15:00,15:30,本部指揮,本部指揮,本部指揮,参加団体窓口,参加団体緊急対応,,参加団体窓口,,F講待機,休憩,物品窓口,物品窓口補佐,,休憩,物品窓口,,,会場緊急対応,休憩,会場緊急対応,,国際対応,国際対応,吹奏楽部,総務緊急対応,F講待機,休憩,衛生対応,衛生対応,カラオケ大会準備＋運営,,ポーカー大会,,ポーカー大会,学籍番号抽選会,カラオケ大会準備＋運営,ポーカー大会,,カラオケ大会準備＋運営,カラオケ大会準備＋運営,ポーカー大会,ポーカー大会,ポーカー大会,学籍番号抽選会,カラオケ大会準備＋運営,,学籍番号抽選会,麻雀大会 2日目受付1,学籍番号抽選会,検温所対応 体育館,,F講待機,学籍番号抽選会設営,学籍番号抽選会設営,売店のチェック,売店のチェック,検温所対応 講義棟1F,  ,巡回2,検温所対応 講義棟2F,休憩,検温所対応 講義棟1F,  ,検温所対応 講義棟2F,F講待機,カメラ,音響業者・外部来場者の臨時対応,,検温所対応 講義棟1F,検温所対応 体育館,F講待機,カメラ,F講待機,休憩,麻雀受付(104),,学籍番号抽選会設営,検温所対応 体育館,,,会場緊急対応,学籍番号抽選会設営,巡回1,,学籍番号抽選会設営,検温所対応 体育館,,麻雀受付(104),,,,検温所対応 体育館,検温所対応 講義棟1F,F講待機,F講待機,検温所対応 講義棟1F,検温所対応 体育館,,検温所対応 新講義棟1F,カメラ,カラオケ受付,休憩,カメラ,実行委員待機場所管理,本部指揮補佐,本部指揮補佐,本部指揮補佐,実行委員待機場所管理,,,F講待機,検温所対応 新講義棟1F,休憩,検温所対応 講義棟1F,F講待機,D講義室配信対応,巡回2,休憩,D講義室待機,,巡回1,休憩,麻雀受付(105),,4,0,0,0,0,0,6,2,2,0,1,2,0,0,0,0,0,0,0,0,2,1,1,0,10,10
15:30,16:00,本部指揮,本部指揮,本部指揮,参加団体窓口,参加団体緊急対応,,参加団体窓口,,F講待機,休憩,物品窓口,物品窓口補佐,,休憩,物品窓口,,,会場緊急対応,休憩,会場緊急対応,,国際対応,国際対応,国際対応,総務緊急対応,F講待機,休憩,衛生対応,衛生対応,学籍番号抽選会,,ポーカー大会,,ポーカー大会,学籍番号抽選会,学籍番号抽選会,ポーカー大会,,学籍番号抽選会,学籍番号抽選会,ポーカー大会,ポーカー大会,ポーカー大会,学籍番号抽選会,学籍番号抽選会,,学籍番号抽選会,麻雀大会 2日目受付1,学籍番号抽選会,検温所対応 体育館,,F講待機,学籍番号抽選会設営,学籍番号抽選会設営,売店のチェック,売店のチェック,検温所対応 講義棟1F,  ,巡回2,検温所対応 講義棟2F,休憩,検温所対応 講義棟1F,  ,検温所対応 講義棟2F,F講待機,カメラ,音響業者・外部来場者の臨時対応,,検温所対応 講義棟1F,検温所対応 体育館,F講待機,カメラ,F講待機,休憩,麻雀受付(104),,学籍番号抽選会設営,検温所対応 体育館,,,会場緊急対応,学籍番号抽選会設営,巡回1,,学籍番号抽選会設営,検温所対応 体育館,,麻雀受付(104),,,,検温所対応 体育館,検温所対応 講義棟1F,F講待機,F講待機,検温所対応 講義棟1F,検温所対応 体育館,,検温所対応 新講義棟1F,カメラ,休憩,休憩,カメラ,実行委員待機場所管理,本部指揮補佐,本部指揮補佐,本部指揮補佐,実行委員待機場所管理,,,F講待機,検温所対応 新講義棟1F,休憩,検温所対応 講義棟1F,F講待機,D講義室配信対応,巡回2,休憩,D講義室待機,,巡回1,休憩,麻雀受付(105),,4,0,0,0,0,0,6,2,2,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,10,11
16:00,16:30,本部指揮,本部指揮,本部指揮,参加団体窓口,参加団体緊急対応,,参加団体窓口,,検温所対応 講義棟1F,F講待機,物品窓口,物品窓口補佐,,検温所対応 新講義棟1F,物品窓口,,,会場緊急対応,閉店チェック,閉店チェック,,閉店チェック(国際),閉店チェック(国際),閉店チェック(国際),閉店チェック,閉店チェック,閉店チェック,衛生対応,閉店チェック,学籍番号抽選会,,ポーカー大会,,ポーカー大会,学籍番号抽選会,学籍番号抽選会,ポーカー大会,,学籍番号抽選会,学籍番号抽選会,ポーカー大会,ポーカー大会,ポーカー大会,学籍番号抽選会,学籍番号抽選会,,学籍番号抽選会,学籍番号抽選会,学籍番号抽選会,休憩,,抽選会呼びかけ,検温所対応 体育館,抽選会整列管理,カメラ,F講待機,検温所対応 講義棟1F,  ,検温所対応 講義棟1F,F講待機,抽選会受付,F講待機,  ,検温所対応 講義棟2F,ゴミ集積場管理(講義棟),検温所対応 体育館,音響業者・外部来場者の臨時対応,,休憩,休憩,検温所対応 講義棟2F,休憩,カメラ,ゴミ集積場管理(講義棟),F講待機,,抽選会整列管理,検温所対応 体育館,,,検温所対応 体育館,抽選会整列管理,抽選会受付,,抽選会整列管理,検温所対応 体育館,,F講待機,,,,F講待機,検温所対応 講義棟1F,休憩,カメラ,抽選会呼びかけ,検温所対応 体育館,,検温所対応 新講義棟1F,F講待機,検温所対応 講義棟1F,F講待機,休憩,実行委員待機場所管理,本部指揮補佐,本部指揮補佐,本部指揮補佐,実行委員待機場所管理,,,学籍番号抽選会,休憩,休憩,検温所対応 講義棟1F,D講義室配信対応,F講待機,カメラ,休憩,休憩,,D講義室待機,休憩,休憩,,4,0,0,0,0,0,6,0,0,0,1,0,2,0,0,2,4,2,0,0,0,0,0,0,10,12
16:30,17:00,本部指揮,本部指揮,本部指揮,参加団体窓口,参加団体緊急対応,,参加団体窓口,,検温所対応 講義棟1F,F講待機,物品窓口,物品窓口補佐,,検温所対応 新講義棟1F,物品窓口,,,会場緊急対応,閉店チェック,閉店チェック,,閉店チェック(国際),閉店チェック(国際),閉店チェック(国際),閉店チェック,閉店チェック,閉店チェック,衛生対応,閉店チェック,学籍番号抽選会,,学籍番号抽選会,,学籍番号抽選会,学籍番号抽選会,学籍番号抽選会,学籍番号抽選会,,学籍番号抽選会,学籍番号抽選会,学籍番号抽選会,学籍番号抽選会,学籍番号抽選会,学籍番号抽選会,学籍番号抽選会,,学籍番号抽選会,学籍番号抽選会,学籍番号抽選会,休憩,,抽選会呼びかけ,検温所対応 体育館,抽選会整列管理,カメラ,F講待機,検温所対応 講義棟1F,  ,検温所対応 講義棟1F,F講待機,抽選会受付,F講待機,  ,検温所対応 講義棟2F,ゴミ集積場管理(講義棟),検温所対応 体育館,音響業者・外部来場者の臨時対応,,休憩,休憩,検温所対応 講義棟2F,休憩,カメラ,ゴミ集積場管理(講義棟),F講待機,,抽選会整列管理,検温所対応 体育館,,,検温所対応 体育館,抽選会整列管理,抽選会受付,,抽選会整列管理,検温所対応 体育館,,F講待機,,,,F講待機,検温所対応 講義棟1F,休憩,カメラ,抽選会呼びかけ,検温所対応 体育館,,検温所対応 新講義棟1F,F講待機,検温所対応 講義棟1F,F講待機,休憩,実行委員待機場所管理,本部指揮補佐,本部指揮補佐,本部指揮補佐,実行委員待機場所管理,,,学籍番号抽選会,休憩,抽選会システム操作,検温所対応 講義棟1F,D講義室配信対応,F講待機,カメラ,抽選会システム操作,休憩,,D講義室待機,休憩,休憩,,4,0,0,0,0,0,6,0,0,0,1,0,2,0,0,2,4,2,0,0,0,0,0,0,10,10
17:00,17:30,本部指揮,本部指揮,本部指揮,参加団体窓口,参加団体緊急対応,,参加団体窓口,,休憩,F講待機,休憩,物品窓口補佐,,F講待機,休憩,,,会場緊急対応,休憩,休憩,,国際対応,国際対応,国際対応,総務緊急対応,休憩,F講待機,衛生対応,衛生対応,学籍番号抽選会,,学籍番号抽選会,,学籍番号抽選会,学籍番号抽選会,学籍番号抽選会,学籍番号抽選会,,学籍番号抽選会,学籍番号抽選会,学籍番号抽選会,学籍番号抽選会,学籍番号抽選会,学籍番号抽選会,学籍番号抽選会,,学籍番号抽選会,学籍番号抽選会,学籍番号抽選会,休憩,,ご飯準備・管理・片付け 夜ごはん,検温所対応 体育館,ご飯準備・管理・片付け 夜ごはん,ご飯準備・管理・片付け 夜ごはん,ご飯準備・管理・片付け 夜ごはん,弁当受け取り,  ,ご飯準備・管理・片付け 夜ごはん,弁当受け取り,弁当受け取り,カメラ,  ,ご飯準備・管理・片付け 夜ごはん,ゴミ集積場管理(講義棟),検温所対応 体育館,音響業者・外部来場者の臨時対応,,F講待機,休憩,休憩,F講待機,休憩,ゴミ集積場管理(講義棟),,,休憩,休憩,,,検温所対応 体育館,休憩,カメラ,休憩,F講待機,休憩,,休憩,,,,休憩,休憩,会場アナウンス,休憩,休憩,F講待機,,F講待機,検温所対応 体育館,休憩,検温所対応 体育館,検温所対応 体育館,実行委員待機場所管理,本部指揮補佐,本部指揮補佐,本部指揮補佐,実行委員待機場所管理,,,学籍番号抽選会,カメラ,抽選会システム操作,休憩,休憩,休憩,F講待機,抽選会システム操作,F講待機,,休憩,休憩,カメラ,,4,0,0,0,0,0,6,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,26
